	Five_p_Score	Three_p_Score	150904CM018-A_end	150904CM018-B_end	150904CM018-W_end	150904CM763-A_end	150904CM763-B_end	150904CM763-W_end	150904CM764-A_end	150904CM764-B_end	150904CM018-A_total	150904CM018-B_total	150904CM018-W_total	150904CM763-A_total	150904CM763-B_total	150904CM763-W_total	150904CM764-A_total	150904CM764-B_total	Length	150904CM763-A_end_norm	150904CM764-A_end_norm
CNAG_07476T0-2	4.97115723782	13.0355718356	0	0	0	1	0	0	0	0	1.0	5.0	205.0	23.0	237.0	10.0	27.0	41.0	4234	0.0212904028813	0.0
CNAG_07476T0-3	5.49233482567	10.2447971781	0	0	0	0	0	0	0	0	1.0	5.0	205.0	23.0	237.0	10.0	27.0	41.0	4234	0.0	0.0
CNAG_07476T0-4	6.18201058201	11.0415411749	0	0	0	0	0	0	1	0	1.0	5.0	205.0	23.0	237.0	10.0	27.0	41.0	4234	0.0	0.0238684865153
CNAG_07477T0-1	5.4071360738	12.3703161036	0	0	0	0	0	0	0	0	12.0	27.0	1623.0	297.0	1614.0	73.0	293.0	321.0	3904	0.0	0.0
CNAG_07477T0-2	5.4071360738	11.4113146113	0	0	0	1	0	0	0	1	12.0	27.0	1623.0	297.0	1614.0	73.0	293.0	321.0	3904	0.00312628592496	0.0
CNAG_07479T0-1	5.8265635599	11.0807217474	0	1	0	3	0	0	1	0	5.0	14.0	312.0	138.0	815.0	11.0	145.0	166.0	5161	0.0557207722036	0.00589522859714
CNAG_07479T0-2	5.05076651743	13.6773300773	0	0	0	0	0	0	0	0	5.0	14.0	312.0	138.0	815.0	11.0	145.0	166.0	5161	0.0	0.0
CNAG_07479T0-3	6.32272418939	13.5471442138	0	0	0	1	1	0	0	0	5.0	14.0	312.0	138.0	815.0	11.0	145.0	166.0	5161	0.00619119691151	0.0
CNAG_07479T0-4	5.93124406458	10.4914394248	0	0	0	1	1	0	0	0	5.0	14.0	312.0	138.0	815.0	11.0	145.0	166.0	5161	0.00619119691151	0.0
CNAG_07479T0-5	4.93219373219	13.3469542803	0	0	0	0	0	0	0	0	5.0	14.0	312.0	138.0	815.0	11.0	145.0	166.0	5161	0.0	0.0
CNAG_07479T0-6	6.15303215303	13.0847917515	0	0	0	3	0	0	1	0	5.0	14.0	312.0	138.0	815.0	11.0	145.0	166.0	5161	0.0557207722036	0.00589522859714
CNAG_07479T0-7	6.50408357075	11.5118708452	0	0	1	0	0	0	0	0	5.0	14.0	312.0	138.0	815.0	11.0	145.0	166.0	5161	0.0	0.0
CNAG_07479T0-8	6.3826346493	14.0901370235	0	0	0	4	0	0	1	0	5.0	14.0	312.0	138.0	815.0	11.0	145.0	166.0	5161	0.0990591505841	0.00589522859714
CNAG_07481T0-1	6.42838149505	12.8532356532	0	0	0	3	2	0	5	0	15.0	34.0	2995.0	404.0	2610.0	114.0	538.0	640.0	2363	0.0173993982168	0.0382268729346
CNAG_07481T0-2	5.38499525166	13.5268484602	0	1	0	2	1	0	1	0	15.0	34.0	2995.0	404.0	2610.0	114.0	538.0	640.0	2363	0.00773306587414	0.00152907491738
CNAG_07481T0-3	7.61112467779	13.5482295482	0	0	0	5	2	0	4	1	15.0	34.0	2995.0	404.0	2610.0	114.0	538.0	640.0	2363	0.0483316617134	0.0244651986781
CNAG_07481T0-4	7.28357075024	13.8735042735	0	0	0	2	1	0	0	0	15.0	34.0	2995.0	404.0	2610.0	114.0	538.0	640.0	2363	0.00773306587414	0.0
CNAG_07481T0-5	5.98958078958	13.1647808981	0	0	0	4	3	0	5	0	15.0	34.0	2995.0	404.0	2610.0	114.0	538.0	640.0	2363	0.0309322634966	0.0382268729346
CNAG_07481T0-6	7.95816035816	12.611368878	0	0	0	2	0	0	2	0	15.0	34.0	2995.0	404.0	2610.0	114.0	538.0	640.0	2363	0.00773306587414	0.00611629966953
CNAG_07482T0-1	7.38830552164	10.6714421381	0	1	0	11	5	0	2	0	19.0	56.0	2710.0	643.0	5547.0	197.0	633.0	1101.0	2869	0.110067583095	0.00355534222389
CNAG_07482T0-2	5.35162121829	10.6546737213	1	0	1	1	5	0	0	0	19.0	56.0	2710.0	643.0	5547.0	197.0	633.0	1101.0	2869	0.000909649447067	0.0
CNAG_07482T0-3	6.8383665717	13.722317189	0	0	1	12	6	0	7	1	19.0	56.0	2710.0	643.0	5547.0	197.0	633.0	1101.0	2869	0.130989520378	0.0435529422426
CNAG_07483T0-1	6.40553520554	12.4988196988	0	0	0	0	0	0	2	0	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.0	0.00971323024442
CNAG_07483T0-10	7.22002442002	13.2512277846	0	0	0	1	0	0	2	0	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.00255873503189	0.00971323024442
CNAG_07483T0-11	5.6036358703	10.2432234432	0	0	0	1	0	0	0	0	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.00255873503189	0.0
CNAG_07483T0-12	5.98958078958	13.6471035138	0	0	0	0	0	0	1	0	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.0	0.00242830756111
CNAG_07483T0-13	6.41183014516	11.3355040022	0	0	0	0	0	0	0	0	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.0	0.0
CNAG_07483T0-14	5.07290733957	10.6614570615	0	0	0	6	2	0	6	1	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.0921144611479	0.0874190721998
CNAG_07483T0-15	7.28357075024	13.7494505495	0	0	0	3	0	0	3	1	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.023028615287	0.0218547680499
CNAG_07483T0-2	8.97815764482	10.7862162529	0	0	0	1	0	0	1	0	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.00255873503189	0.00242830756111
CNAG_07483T0-3	5.84778184778	12.5231854565	0	0	0	5	0	0	3	0	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.0639683757971	0.0218547680499
CNAG_07483T0-4	7.03014516348	13.03665717	0	0	0	4	0	0	3	0	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.0409397605102	0.0218547680499
CNAG_07483T0-5	4.59796499796	13.3751729752	0	0	0	3	1	0	3	0	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.023028615287	0.0218547680499
CNAG_07483T0-6	6.36342423009	12.2434405101	0	0	0	0	0	0	0	0	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.0	0.0
CNAG_07483T0-7	4.97115723782	12.6103920771	0	0	0	0	1	0	2	1	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.0	0.00971323024442
CNAG_07483T0-8	5.93124406458	10.8264821598	0	0	0	1	0	0	1	0	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.00255873503189	0.00242830756111
CNAG_07483T0-9	5.67808981142	13.3910188577	0	0	0	4	0	0	1	1	5.0	31.0	977.0	259.0	1972.0	57.0	314.0	403.0	7222	0.0409397605102	0.00242830756111
CNAG_07485T0-1	5.98958078958	10.8970831637	0	0	0	1	1	0	0	0	1.0	7.0	569.0	191.0	1016.0	55.0	193.0	190.0	2383	0.00496636366425	0.0
CNAG_07485T0-2	6.63481210148	12.6305792972	0	0	0	2	0	0	0	0	1.0	7.0	569.0	191.0	1016.0	55.0	193.0	190.0	2383	0.019865454657	0.0
CNAG_07485T0-3	5.4071360738	10.1743047076	0	0	0	2	0	0	1	0	1.0	7.0	569.0	191.0	1016.0	55.0	193.0	190.0	2383	0.019865454657	0.00515056814277
CNAG_07485T0-4	7.23782390449	11.9305385972	0	0	0	3	1	0	0	0	1.0	7.0	569.0	191.0	1016.0	55.0	193.0	190.0	2383	0.0446972729782	0.0
CNAG_07485T0-5	6.38344865012	11.0849545516	0	0	0	3	2	0	5	0	1.0	7.0	569.0	191.0	1016.0	55.0	193.0	190.0	2383	0.0446972729782	0.128764203569
CNAG_07485T0-6	5.46970560304	13.4696513363	0	0	0	3	0	0	2	0	1.0	7.0	569.0	191.0	1016.0	55.0	193.0	190.0	2383	0.0446972729782	0.0206022725711
CNAG_07485T0-7	5.01739248406	10.8294125627	0	0	0	4	2	0	2	0	1.0	7.0	569.0	191.0	1016.0	55.0	193.0	190.0	2383	0.079461818628	0.0206022725711
CNAG_07485T0-8	6.13989960657	11.6479175146	0	0	0	0	1	0	2	0	1.0	7.0	569.0	191.0	1016.0	55.0	193.0	190.0	2383	0.0	0.0206022725711
CNAG_07485T0-9	6.62205942206	11.0073531407	0	0	0	3	0	0	1	0	1.0	7.0	569.0	191.0	1016.0	55.0	193.0	190.0	2383	0.0446972729782	0.00515056814277
CNAG_07486T0-1	5.67711301045	12.2634106634	0	0	0	2	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1831	0.0	0.0
CNAG_07486T0-2	5.38499525166	14.126984127	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1831	0.0	0.0
CNAG_07486T0-3	6.76261022928	13.3670872338	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1831	0.0	0.0
CNAG_07487T0-1	6.42838149505	13.0282458282	0	0	0	28	5	0	22	0	49.0	85.0	17174.0	495.0	2594.0	1280.0	612.0	579.0	914	1.52502975273	0.818041876354
CNAG_07487T0-2	5.75818749152	13.5407950075	0	0	2	6	7	0	4	1	49.0	85.0	17174.0	495.0	2594.0	1280.0	612.0	579.0	914	0.0700268764008	0.0270427066563
CNAG_07488T0-1	5.59701533035	11.0699769366	0	0	0	4	4	0	3	0	11.0	29.0	1981.0	285.0	1640.0	150.0	348.0	338.0	1580	0.0492275656866	0.0260576080596
CNAG_07488T0-2	5.22431149098	12.7861077194	0	0	0	9	4	0	5	0	11.0	29.0	1981.0	285.0	1640.0	150.0	348.0	338.0	1580	0.249214551288	0.0723822446099
CNAG_07488T0-3	8.10424637091	12.7718898386	0	0	0	6	0	0	2	1	11.0	29.0	1981.0	285.0	1640.0	150.0	348.0	338.0	1580	0.110762022795	0.0115811591376
CNAG_07489T0-1	5.78032831366	13.5824718491	1	0	0	3	0	0	0	0	9.0	16.0	1449.0	97.0	669.0	52.0	143.0	180.0	3529	0.0678810603078	0.0
CNAG_07489T0-2	5.8265635599	9.04968118301	0	0	0	3	0	0	1	0	9.0	16.0	1449.0	97.0	669.0	52.0	143.0	180.0	3529	0.0678810603078	0.00543671081736
CNAG_07490T0-1	5.55078008411	12.6499525166	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	630	0.0	0.0
CNAG_07491T0-1	6.65695292362	10.5852665853	0	0	0	0	0	0	0	0	1.0	3.0	310.0	39.0	237.0	26.0	53.0	64.0	2407	0.0	0.0
CNAG_07493T0-1	6.73900420567	13.4045855379	0	0	0	1	3	0	0	1	7.0	24.0	150.0	289.0	2272.0	36.0	687.0	939.0	1783	0.00222087389211	0.0
CNAG_07493T0-2	8.55525708859	12.4641432641	0	0	0	0	0	0	0	0	7.0	24.0	150.0	289.0	2272.0	36.0	687.0	939.0	1783	0.0	0.0
CNAG_07493T0-3	6.90668837336	9.656003256	0	0	0	35	16	0	96	3	7.0	24.0	150.0	289.0	2272.0	36.0	687.0	939.0	1783	2.72057051784	9.60473997945
CNAG_07494T0-1	5.97606837607	11.0222764889	0	0	0	0	0	0	0	0	2.0	17.0	1080.0	89.0	619.0	78.0	75.0	103.0	2763	0.0	0.0
CNAG_07494T0-2	5.01739248406	9.77262243929	0	0	0	1	0	0	4	0	2.0	17.0	1080.0	89.0	619.0	78.0	75.0	103.0	2763	0.00815157590126	0.152016768485
CNAG_07494T0-3	5.55664088997	10.9024555691	0	0	0	1	2	0	0	1	2.0	17.0	1080.0	89.0	619.0	78.0	75.0	103.0	2763	0.00815157590126	0.0
CNAG_07494T0-4	5.51181657848	13.4027404694	0	0	0	1	0	0	0	0	2.0	17.0	1080.0	89.0	619.0	78.0	75.0	103.0	2763	0.00815157590126	0.0
CNAG_07497T0-1	8.76624609958	11.5479039479	0	0	0	4	0	0	0	0	1.0	2.0	62.0	35.0	156.0	15.0	35.0	18.0	442	0.517520562346	0.0
CNAG_07498T0-1	6.37004477004	9.62767602768	0	0	0	0	0	0	1	0	5.0	9.0	1730.0	74.0	457.0	74.0	115.0	104.0	1055	0.0	0.00940969179928
CNAG_07499T0-1	5.78032831366	12.4577397911	0	0	0	3	0	0	0	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0114822830205	0.0
CNAG_07499T0-10	6.56231176231	11.9324379324	0	0	0	3	1	0	3	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0114822830205	0.0109955949115
CNAG_07499T0-11	6.01231854565	11.9388956722	0	0	0	5	0	0	0	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0318952306124	0.0
CNAG_07499T0-12	5.80393433727	13.024989825	0	0	0	1	0	0	0	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0012758092245	0.0
CNAG_07499T0-13	5.55078008411	10.7761226428	0	0	0	5	0	0	3	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0318952306124	0.0109955949115
CNAG_07499T0-14	7.89635056302	13.2166056166	0	0	0	10	2	0	12	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.12758092245	0.175929518584
CNAG_07499T0-15	5.01739248406	10.3755257089	0	0	0	5	0	0	3	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0318952306124	0.0109955949115
CNAG_07499T0-16	5.36502509836	13.7727309727	0	0	0	0	0	0	1	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0	0.00122173276795
CNAG_07499T0-17	5.8265635599	11.4598290598	0	0	0	1	0	0	2	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0012758092245	0.00488693107179
CNAG_07499T0-18	6.03158323158	12.6610229277	0	0	0	3	0	0	4	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0114822830205	0.0195477242871
CNAG_07499T0-19	5.90850630851	12.6621082621	0	0	0	1	1	0	1	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0012758092245	0.00122173276795
CNAG_07499T0-2	7.01511328178	10.3875186542	0	0	0	8	3	0	9	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0816517903677	0.0989603542037
CNAG_07499T0-20	5.05076651743	12.0828652829	0	0	0	2	0	0	3	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.00510323689798	0.0109955949115
CNAG_07499T0-21	5.34288427622	12.5622032289	0	0	0	8	6	0	10	1	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0816517903677	0.122173276795
CNAG_07499T0-22	6.38344865012	12.6690544024	0	0	0	1	1	0	5	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0012758092245	0.0305433191987
CNAG_07499T0-23	6.44238230905	13.4235246235	0	0	0	4	1	0	3	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0204129475919	0.0109955949115
CNAG_07499T0-3	6.92790666124	11.3323565324	0	0	0	1	1	0	0	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0012758092245	0.0
CNAG_07499T0-4	5.38499525166	10.6656898657	0	0	0	4	0	0	1	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0204129475919	0.00122173276795
CNAG_07499T0-5	6.62205942206	10.5280694614	0	0	0	5	6	0	5	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0318952306124	0.0305433191987
CNAG_07499T0-6	6.32272418939	12.4875322209	0	0	0	1	1	0	1	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0012758092245	0.00122173276795
CNAG_07499T0-7	6.63578890246	13.0761090761	0	0	0	1	1	0	0	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0012758092245	0.0
CNAG_07499T0-8	6.42962962963	12.4703839371	0	0	0	3	0	0	2	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0114822830205	0.00488693107179
CNAG_07499T0-9	5.34288427622	12.3874101207	0	0	0	5	1	0	0	0	11.0	36.0	840.0	598.0	3955.0	73.0	596.0	801.0	4975	0.0318952306124	0.0
CNAG_07502T0-1	5.80393433727	12.359354226	0	0	0	1	1	0	1	0	5.0	20.0	1293.0	148.0	1168.0	185.0	99.0	164.0	2740	0.00432005606411	0.00596712162881
CNAG_07502T0-2	7.09857549858	13.3751729752	0	0	0	3	0	0	0	0	5.0	20.0	1293.0	148.0	1168.0	185.0	99.0	164.0	2740	0.038880504577	0.0
CNAG_07502T0-3	6.01231854565	12.6881020214	0	0	0	0	0	0	0	0	5.0	20.0	1293.0	148.0	1168.0	185.0	99.0	164.0	2740	0.0	0.0
CNAG_07502T0-4	6.40553520554	12.7782933116	0	0	0	1	1	0	0	0	5.0	20.0	1293.0	148.0	1168.0	185.0	99.0	164.0	2740	0.00432005606411	0.0
CNAG_07502T0-5	6.03581603582	10.1679555013	0	0	0	2	0	0	1	0	5.0	20.0	1293.0	148.0	1168.0	185.0	99.0	164.0	2740	0.0172802242564	0.00596712162881
CNAG_07502T0-6	6.13626373626	12.8945326279	0	0	0	1	2	0	0	1	5.0	20.0	1293.0	148.0	1168.0	185.0	99.0	164.0	2740	0.00432005606411	0.0
CNAG_07502T0-7	4.59796499796	12.7359652693	0	0	0	2	0	0	0	0	5.0	20.0	1293.0	148.0	1168.0	185.0	99.0	164.0	2740	0.0172802242564	0.0
CNAG_07505T0-1	7.27396554063	12.53669787	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2277	0.0	0.0
CNAG_07505T0-2	6.42740469407	10.9154795821	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2277	0.0	0.0
CNAG_07505T0-3	8.71811151811	10.4115045448	0	0	0	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2277	0.0	0.0
CNAG_07505T0-4	6.4741283408	12.7014516348	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2277	0.0	0.0
CNAG_07506T0-1	5.34288427622	10.7913173247	0	0	0	5	1	0	3	0	5.0	13.0	920.0	154.0	1139.0	67.0	138.0	194.0	4430	0.110751217798	0.0453993377532
CNAG_07506T0-2	5.30538597205	13.07670601	0	0	0	2	1	0	2	1	5.0	13.0	920.0	154.0	1139.0	67.0	138.0	194.0	4430	0.0177201948477	0.0201774834459
CNAG_07506T0-3	6.18201058201	12.2366029033	0	0	0	2	0	0	0	0	5.0	13.0	920.0	154.0	1139.0	67.0	138.0	194.0	4430	0.0177201948477	0.0
CNAG_07506T0-4	5.07290733957	11.3428842762	0	0	0	0	0	0	2	0	5.0	13.0	920.0	154.0	1139.0	67.0	138.0	194.0	4430	0.0	0.0201774834459
CNAG_07506T0-5	5.61638854972	12.6620539954	0	0	0	7	1	0	1	0	5.0	13.0	920.0	154.0	1139.0	67.0	138.0	194.0	4430	0.217072386884	0.00504437086147
CNAG_07507T0-1	7.1455704789	10.160629494	0	0	0	2	0	0	3	0	8.0	21.0	575.0	182.0	1350.0	57.0	200.0	233.0	3204	0.0149505940233	0.0378003069705
CNAG_07507T0-10	5.22431149098	13.3751729752	0	0	0	0	0	0	2	0	8.0	21.0	575.0	182.0	1350.0	57.0	200.0	233.0	3204	0.0	0.0168001364313
CNAG_07507T0-2	7.11002577669	12.5283950617	0	0	0	0	0	0	0	0	8.0	21.0	575.0	182.0	1350.0	57.0	200.0	233.0	3204	0.0	0.0
CNAG_07507T0-3	5.17758784425	10.6576041243	0	0	0	1	1	0	1	0	8.0	21.0	575.0	182.0	1350.0	57.0	200.0	233.0	3204	0.00373764850584	0.00420003410783
CNAG_07507T0-4	6.38551078551	12.8281101614	0	0	0	5	0	0	4	0	8.0	21.0	575.0	182.0	1350.0	57.0	200.0	233.0	3204	0.0934412126459	0.0672005457253
CNAG_07507T0-5	6.6014380681	11.2021164021	0	0	0	1	2	0	2	0	8.0	21.0	575.0	182.0	1350.0	57.0	200.0	233.0	3204	0.00373764850584	0.0168001364313
CNAG_07507T0-6	6.35560982228	10.4285985619	0	0	0	0	1	0	1	0	8.0	21.0	575.0	182.0	1350.0	57.0	200.0	233.0	3204	0.0	0.00420003410783
CNAG_07507T0-7	6.56920363587	13.3234025234	0	0	0	1	0	0	1	1	8.0	21.0	575.0	182.0	1350.0	57.0	200.0	233.0	3204	0.00373764850584	0.00420003410783
CNAG_07507T0-8	5.47019400353	11.0211911545	0	0	0	3	2	0	1	0	8.0	21.0	575.0	182.0	1350.0	57.0	200.0	233.0	3204	0.0336388365525	0.00420003410783
CNAG_07507T0-9	5.84778184778	13.3978021978	0	0	0	1	0	0	1	0	8.0	21.0	575.0	182.0	1350.0	57.0	200.0	233.0	3204	0.00373764850584	0.00420003410783
CNAG_07508T0-1	9.27098087098	9.93080993081	0	0	0	5	0	0	5	0	3.0	19.0	1202.0	149.0	1147.0	37.0	163.0	239.0	2668	0.109978759435	0.102364848026
CNAG_07508T0-2	5.22431149098	10.6047483381	0	0	0	4	0	0	0	0	3.0	19.0	1202.0	149.0	1147.0	37.0	163.0	239.0	2668	0.0703864060384	0.0
CNAG_07508T0-3	6.61484194818	12.4584452584	0	0	0	4	0	0	3	0	3.0	19.0	1202.0	149.0	1147.0	37.0	163.0	239.0	2668	0.0703864060384	0.0368513452892
CNAG_07509T0-1	6.56231176231	12.5231854565	1	0	0	6	0	0	6	0	11.0	45.0	1733.0	530.0	3093.0	111.0	571.0	757.0	2426	0.0587292975699	0.04653881915
CNAG_07509T0-10	6.4741283408	13.612047212	0	0	0	0	0	0	0	0	11.0	45.0	1733.0	530.0	3093.0	111.0	571.0	757.0	2426	0.0	0.0
CNAG_07509T0-11	5.47019400353	10.5127119794	0	0	0	7	4	0	5	0	11.0	45.0	1733.0	530.0	3093.0	111.0	571.0	757.0	2426	0.0799370994701	0.0323186244097
CNAG_07509T0-12	7.2814000814	13.4522859856	0	1	0	2	0	0	2	0	11.0	45.0	1733.0	530.0	3093.0	111.0	571.0	757.0	2426	0.00652547750776	0.00517097990555
CNAG_07509T0-2	5.49233482567	8.53620946954	0	0	0	2	1	0	0	0	11.0	45.0	1733.0	530.0	3093.0	111.0	571.0	757.0	2426	0.00652547750776	0.0
CNAG_07509T0-3	5.34288427622	12.3874101207	0	0	0	9	2	0	1	0	11.0	45.0	1733.0	530.0	3093.0	111.0	571.0	757.0	2426	0.132140919532	0.00129274497639
CNAG_07509T0-4	6.06919006919	10.8472120472	0	0	0	3	0	0	0	0	11.0	45.0	1733.0	530.0	3093.0	111.0	571.0	757.0	2426	0.0146823243925	0.0
CNAG_07509T0-5	6.98173924841	10.4876407543	0	0	0	8	6	0	3	0	11.0	45.0	1733.0	530.0	3093.0	111.0	571.0	757.0	2426	0.104407640124	0.0116347047875
CNAG_07509T0-6	7.43025369692	12.4659340659	0	0	0	4	1	0	2	0	11.0	45.0	1733.0	530.0	3093.0	111.0	571.0	757.0	2426	0.0261019100311	0.00517097990555
CNAG_07509T0-7	6.03011803012	10.4115045448	0	0	0	1	1	0	1	0	11.0	45.0	1733.0	530.0	3093.0	111.0	571.0	757.0	2426	0.00163136937694	0.00129274497639
CNAG_07509T0-8	6.41183014516	12.6552706553	0	0	0	3	0	0	0	0	11.0	45.0	1733.0	530.0	3093.0	111.0	571.0	757.0	2426	0.0146823243925	0.0
CNAG_07509T0-9	5.69925383259	13.57997558	0	0	0	6	0	0	5	0	11.0	45.0	1733.0	530.0	3093.0	111.0	571.0	757.0	2426	0.0587292975699	0.0323186244097
CNAG_07510T0-1	5.35162121829	11.1729209063	0	0	0	1	1	0	2	0	13.0	36.0	2656.0	425.0	2167.0	199.0	466.0	462.0	2098	0.0023284843022	0.00847279607901
CNAG_07510T0-2	6.56350563017	12.6504409171	0	0	0	5	2	0	1	0	13.0	36.0	2656.0	425.0	2167.0	199.0	466.0	462.0	2098	0.0582121075551	0.00211819901975
CNAG_07510T0-3	6.91759598426	11.7553113553	0	0	0	7	3	0	8	0	13.0	36.0	2656.0	425.0	2167.0	199.0	466.0	462.0	2098	0.114095730808	0.135564737264
CNAG_07510T0-4	6.36581196581	12.5783747117	0	0	0	9	1	0	2	0	13.0	36.0	2656.0	425.0	2167.0	199.0	466.0	462.0	2098	0.188607228479	0.00847279607901
CNAG_07510T0-5	6.03581603582	8.48102021435	0	0	0	7	1	0	2	0	13.0	36.0	2656.0	425.0	2167.0	199.0	466.0	462.0	2098	0.114095730808	0.00847279607901
CNAG_07510T0-6	6.51336318003	10.6736670737	0	0	0	1	1	0	3	0	13.0	36.0	2656.0	425.0	2167.0	199.0	466.0	462.0	2098	0.0023284843022	0.0190637911778
CNAG_07511T0-1	6.51336318003	11.5283679284	0	0	0	1	0	0	0	1	10.0	23.0	3322.0	141.0	871.0	155.0	204.0	243.0	1854	0.00579314062328	0.0
CNAG_07511T0-2	6.51336318003	10.7360738027	0	0	0	0	0	0	1	0	10.0	23.0	3322.0	141.0	871.0	155.0	204.0	243.0	1854	0.0	0.00402719319805
CNAG_07511T0-3	6.13626373626	12.4428707095	0	0	0	10	0	0	6	0	10.0	23.0	3322.0	141.0	871.0	155.0	204.0	243.0	1854	0.579314062328	0.14497895513
CNAG_07512T0-1	5.59701533035	9.48495455162	0	0	0	6	0	0	0	0	2.0	24.0	1375.0	96.0	875.0	68.0	150.0	240.0	2789	0.20759967701	0.0
CNAG_07513T0-1	5.30538597205	13.3251390585	0	0	0	8	1	0	5	1	6.0	30.0	640.0	264.0	1764.0	51.0	255.0	331.0	7981	0.183068498245	0.073912986943
CNAG_07513T0-10	6.54624881292	11.6484601818	0	0	0	1	2	0	0	0	6.0	30.0	640.0	264.0	1764.0	51.0	255.0	331.0	7981	0.00286044528508	0.0
CNAG_07513T0-11	5.78032831366	12.9242165242	0	0	0	2	0	0	1	1	6.0	30.0	640.0	264.0	1764.0	51.0	255.0	331.0	7981	0.0114417811403	0.00295651947772
CNAG_07513T0-12	5.6036358703	12.4181250848	0	0	0	0	0	0	1	0	6.0	30.0	640.0	264.0	1764.0	51.0	255.0	331.0	7981	0.0	0.00295651947772
CNAG_07513T0-13	7.17889024556	12.5354497354	0	0	0	4	1	0	1	0	6.0	30.0	640.0	264.0	1764.0	51.0	255.0	331.0	7981	0.0457671245613	0.00295651947772
CNAG_07513T0-2	6.26720933388	9.38418125085	0	0	0	2	0	0	1	0	6.0	30.0	640.0	264.0	1764.0	51.0	255.0	331.0	7981	0.0114417811403	0.00295651947772
CNAG_07513T0-3	6.38371998372	10.6541310541	0	0	0	3	0	0	1	0	6.0	30.0	640.0	264.0	1764.0	51.0	255.0	331.0	7981	0.0257440075657	0.00295651947772
CNAG_07513T0-4	6.3706959707	13.5573463573	0	0	0	1	0	0	0	0	6.0	30.0	640.0	264.0	1764.0	51.0	255.0	331.0	7981	0.00286044528508	0.0
CNAG_07513T0-5	6.56231176231	10.3749287749	0	0	0	0	0	0	0	0	6.0	30.0	640.0	264.0	1764.0	51.0	255.0	331.0	7981	0.0	0.0
